VideoGameKey,Name,Genre,Platform,Rating,Year_of_Release
0,1942,Shooter,NES,,1985
1, Beyblade Burst,Role-Playing,3DS,,2016
2, Fire Emblem Fates,Role-Playing,3DS,,2015
3, Frozen: Olaf's Quest,Platform,3DS,,2013
4, Frozen: Olaf's Quest,Platform,DS,,2013
5, Haikyu!! Cross Team Match!,Adventure,3DS,,2016
6, Tales of Xillia 2,Role-Playing,PS3,T,2012
7,.hack//G.U. Vol.1//Rebirth,Role-Playing,PS2,,2006
8,.hack//G.U. Vol.2//Reminisce,Role-Playing,PS2,,2006
9,.hack//G.U. Vol.2//Reminisce (jp sales),Role-Playing,PS2,,2006
10,.hack//G.U. Vol.3//Redemption,Role-Playing,PS2,,2007
11,.hack//Infection Part 1,Role-Playing,PS2,T,2002
12,.hack//Link,Role-Playing,PSP,,2010
13,.hack//Mutation Part 2,Role-Playing,PS2,T,2002
14,.hack//Outbreak Part 3,Role-Playing,PS2,T,2002
15,.hack//Quarantine Part 4: The Final Chapter,Role-Playing,PS2,,2003
16,.hack: Sekai no Mukou ni + Versus,Action,PS3,,2012
17,[Prototype 2],Action,PC,M,2012
18,[Prototype 2],Action,PS3,M,2012
19,[Prototype 2],Action,X360,M,2012
20,[Prototype],Action,PS3,M,2009
21,[Prototype],Action,X360,M,2009
22,007 Racing,Racing,PS,T,2000
23,007: Quantum of Solace,Action,DS,T,2008
24,007: Quantum of Solace,Action,PC,T,2008
25,007: Quantum of Solace,Action,PS2,,2008
26,007: Quantum of Solace,Action,PS3,T,2008
27,007: Quantum of Solace,Action,Wii,T,2008
28,007: Quantum of Solace,Action,X360,T,2008
29,007: The World is not Enough,Action,N64,,2000
30,007: The World is not Enough,Action,PS,T,2000
31,007: Tomorrow Never Dies,Shooter,PS,,1999
32,1 vs. 100,Misc,DS,E,2008
33,1/2 Summer +,Adventure,PSP,,2013
34,10 Minute Solution,Sports,Wii,E,2010
35,100 All-Time Favorites,Puzzle,DS,E,2009
36,100 Classic Books,Misc,DS,,2008
37,100 Classic Games,Misc,DS,,2011
38,1000 Cooking Recipes from ELLE à table,Misc,DS,,2010
39,1001 Touch Games,Action,DS,E,2011
40,101-in-1 Explosive Megamix,Puzzle,DS,E,2008
41,101-in-1 Party Megamix Wii,Misc,Wii,,2009
42,101-in-1 Sports Megamix,Sports,DS,E10+,2010
43,101-in-1 Sports Party Megamix,Sports,Wii,E10+,2010
44,1080°: TenEighty Snowboarding,Sports,N64,,1998
45,11eyes: CrossOver,Adventure,PSP,,2010
46,11eyes: CrossOver,Adventure,X360,,2009
47,12Riven: The Psi-Climinal of Integral,Adventure,PS2,,2008
48,12-Sai. Honto no Kimochi,Adventure,3DS,,2014
49,12-Sai. Koisuru Diary,Adventure,3DS,,2016
50,15 Days,Adventure,PC,,2009
51,1701 A.D.,Simulation,PC,E10+,2006
52,18 Wheeler: American Pro Trucker,Racing,GC,E,2002
53,18 Wheeler: American Pro Trucker,Racing,PS2,E,2001
54,18 Wheels of Steel: Extreme Trucker,Racing,PC,,2009
55,18 Wheels of Steel: Extreme Trucker 2,Racing,PC,E,2011
56,187: Ride or Die,Racing,PS2,M,2005
57,187: Ride or Die,Racing,XB,M,2005
58,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,Racing,GBA,,2005
59,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,Action,GBA,,2007
60,2 Games in 1: Disney Princess & The Lion King,Misc,GBA,,2004
61,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,Action,GBA,,2005
62,2 Games in 1: Sonic Advance & ChuChu Rocket!,Misc,GBA,,2005
63,2 Games in 1: Sonic Battle & ChuChu Rocket!,Misc,GBA,,2005
64,2 Games in 1: Sonic Pinball Party & Columns Crown,Misc,GBA,,2005
65,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,Platform,GBA,,2005
66,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,Misc,X360,,2013
67,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,Misc,XB,,2004
68,2002 FIFA World Cup,Sports,GC,E,2002
69,2002 FIFA World Cup,Sports,PS2,E,2002
70,2002 FIFA World Cup,Sports,XB,E,2002
71,2010 FIFA World Cup South Africa,Sports,PS3,E,2010
72,2010 FIFA World Cup South Africa,Sports,PSP,E,2010
73,2010 FIFA World Cup South Africa,Sports,Wii,E,2010
74,2010 FIFA World Cup South Africa,Sports,X360,E,2010
75,2014 FIFA World Cup Brazil,Sports,PS3,E,2014
76,2014 FIFA World Cup Brazil,Sports,X360,E,2014
77,24: The Game,Adventure,PS2,M,2006
78,25 to Life,Shooter,PS2,M,2006
79,25 to Life,Shooter,XB,M,2006
80,2-in-1 Game Pack: Spider-Man & Spider-Man 2,Platform,GBA,,2005
81,2Xtreme,Sports,PS,,1996
82,"3 in 1: Solitaire, Mahjong & Tangram",Misc,DS,,2010
83,300: March to Glory,Action,PSP,M,2007
84,3D Baseball,Sports,PS,,1996
85,3D Dot Game Heroes,Role-Playing,PS3,E10+,2009
86,3D Lemmings,Puzzle,PS,,1995
87,3D Tank Warfare Simulator Panzer Front,Simulation,PS,,1999
88,3DS Classic Collection,Misc,3DS,,2016
89,3rd Super Robot Wars Z Jigoku Hen,Role-Playing,PS3,,2014
90,3rd Super Robot Wars Z Jigoku Hen,Role-Playing,PSV,,2014
91,3rd Super Robot Wars Z: Tengoku-Hen,Action,PS3,,2015
92,3rd Super Robot Wars Z: Tengoku-Hen,Action,PSV,,2015
93,3Xtreme,Action,PS,,1999
94,4 Elements,Puzzle,PC,E,2009
95,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,Misc,DS,,2005
96,4 Nin uchi Mahjong,Misc,NES,,1984
97,4 Play Collection - Dark Mysteries,Misc,PC,,2014
98,40 Winks,Platform,PS,,1999
99,428: Fuusa Sareta Shibuya de,Adventure,PS3,,2009
100,428: Fuusa Sareta Shibuya de,Adventure,PSP,,2009
101,428: Fuusa Sareta Shibuya de,Adventure,Wii,,2008
102,4x4 EVO 2,Racing,GC,E,2002
103,4x4 EVO 2,Racing,XB,E,2001
104,4x4 Evolution,Racing,PS2,E,2001
105,50 Cent: Blood on the Sand,Shooter,PS3,M,2009
106,50 Cent: Blood on the Sand,Shooter,X360,M,2009
107,50 Cent: Bulletproof,Action,PS2,M,2005
108,50 Cent: Bulletproof,Action,PSP,,2006
109,50 Cent: Bulletproof,Action,XB,M,2005
110,50 Classic Games,Misc,3DS,,2012
111,50 Classic Games,Misc,DS,E,2009
112,64 de Hakken! Tamagotchi Minna de Tamagotchi World,Misc,N64,,1997
113,7 Days to Die,Action,PS4,M,2016
114,7 Days to Die,Action,XOne,M,2016
115,7 Roses: A Darkness Rises,Misc,PC,,2015
116,7 Wonders II,Puzzle,DS,E,2009
117,7 Wonders of the Ancient World,Puzzle,DS,E,2007
118,7 Wonders of the Ancient World,Puzzle,PSP,E,2007
119,7 Wonders: Treasures of Seven,Puzzle,DS,,2011
120,7'scarlet,Adventure,PSV,,2016
121,7th Dragon,Role-Playing,DS,,2009
122,7th Dragon 2020,Role-Playing,PSP,,2011
123,7th Dragon 2020-II,Role-Playing,PSP,,2013
124,7th Dragon III Code: VFD,Role-Playing,3DS,T,2015
125,'98 Koshien,Sports,PS,,1998
126,99 no Namida,Adventure,DS,,2008
127,"999: Nine Hours, Nine Persons, Nine Doors",Adventure,DS,,2009
128,A Boy and His Blob,Platform,Wii,E,2009
129,A Bug's Life,Platform,N64,,1998
130,A Bug's Life,Platform,PS,,1998
131,A Collection of Activision Classic Games for the Atari 2600,Misc,PS,,1998
132,A Collection of Classic Games from the Intellivision,Misc,PS,,1999
133,A Game of Thrones: Genesis,Strategy,PC,,2011
134,A Good Librarian Like a Good Shepherd: Library Party,Action,PSV,,2015
135,A llI S.V.: A Ressha de Gyoukou 3 Super Version,Simulation,SNES,,1995
136,A New Beginning,Adventure,PC,,2010
137,A Ressha de Gyoukou 2001,Simulation,PS2,,2001
138,A Ressha de Ikou DS,Simulation,DS,,2009
139,A Vampyre Story,Adventure,PC,T,2008
140,A Witch's Tale,Role-Playing,DS,E10+,2009
141,A. IV Evolution: A Ressha de Ikou 4,Strategy,PS,,1994
142,A.C.E.: Another Century's Episode,Simulation,PS2,,2005
143,A.C.E.: Another Century's Episode 2,Simulation,PS2,,2006
144,A.C.E.: Another Century's Episode 3: The Final,Simulation,PS2,,2007
145,A.C.E.: Another Century's Episode Portable,Simulation,PSP,,2011
146,A.C.E.: Another Century's Episode R,Simulation,PS3,,2010
147,¡Shin Chan Flipa en colores!,Platform,DS,,2007
148,Aa Megami-samaa,Adventure,PS2,,2007
149,ABBA: You Can Dance,Misc,Wii,E10+,2011
150,Abunai: Koi no Sousa Shitsu,Action,PSP,,2012
151,Abunai: Koi no Sousa Shitsu,Action,PSV,,2015
152,AC/DC LIVE: Rock Band Track Pack,Misc,PS2,T,2008
153,AC/DC LIVE: Rock Band Track Pack,Misc,PS3,T,2008
154,AC/DC LIVE: Rock Band Track Pack,Misc,Wii,T,2008
155,AC/DC LIVE: Rock Band Track Pack,Misc,X360,T,2008
156,Academy of Champions: Soccer,Sports,Wii,E,2009
157,Accel World: Ginyoku no Kakusei,Adventure,PS3,,2012
158,Accel World: Ginyoku no Kakusei,Adventure,PSP,,2012
159,Accel World: Kasoku no Chouten,Adventure,PS3,,2013
160,Accel World: Kasoku no Chouten,Adventure,PSP,,2013
161,Ace Attorney 6,Adventure,3DS,,2016
162,Ace Attorney Investigations 2,Adventure,DS,,2011
163,Ace Attorney Investigations: Miles Edgeworth,Adventure,DS,T,2009
164,Ace Combat 04: Shattered Skies,Simulation,PS2,E,2001
165,Ace Combat 2,Simulation,PS,T,1997
166,Ace Combat 3: Electrosphere,Simulation,PS,,1999
167,Ace Combat 5: The Unsung War,Simulation,PS2,T,2004
168,Ace Combat 6: Fires of Liberation,Simulation,X360,T,2007
169,Ace Combat X: Skies of Deception,Simulation,PSP,T,2006
170,Ace Combat Zero: The Belkan War,Simulation,PS2,T,2006
171,Ace Combat: Assault Horizon,Action,PS3,T,2011
172,Ace Combat: Assault Horizon,Action,X360,T,2011
173,Ace Combat: Assault Horizon Legacy,Simulation,3DS,T,2011
174,Ace Combat: Joint Assault,Simulation,PSP,T,2010
175,Achtung Panzer: Kharkov 1943,Strategy,PC,,2010
176,Act of Aggression,Strategy,PC,,2015
177,Action Bass,Action,PS,E,2000
178,Action Force,Action,2600,,1982
179,Active Health with Carol Vorderman,Sports,DS,,2009
180,Active Life Explorer,Sports,Wii,E,2010
181,Active Life: Extreme Challenge,Sports,Wii,E,2009
182,Active Life: Magical Carnival,Misc,Wii,E,2011
183,Active Life: Outdoor Challenge,Sports,Wii,E,2008
184,Activision Anthology,Misc,GBA,E,2003
185,Activision Anthology,Misc,PS2,E,2002
186,Activision Hits: Remixed,Misc,PSP,E,2006
187,Actua Tennis,Sports,PS,,1997
188,Adidas Power Soccer,Sports,PS,,1996
189,Adidas Power Soccer 98,Sports,PS,,1998
190,Adrenalin Misfits,Racing,X360,E,2010
191,Advance Guardian Heroes,Role-Playing,GBA,E,2004
192,Advance Wars,Strategy,GBA,E,2001
193,Advance Wars 2: Black Hole Rising,Strategy,GBA,E,2003
194,Advance Wars: Dual Strike,Strategy,DS,E,2005
195,Advent Rising,Action,XB,T,2005
196,Adventure Island,Platform,NES,,1986
197,Adventure Time: Explore the Dungeon Because I Don't Know!,Action,3DS,,2013
198,Adventure Time: Explore the Dungeon Because I Don't Know!,Action,PS3,,2013
199,Adventure Time: Explore the Dungeon Because I Don't Know!,Action,WiiU,,2013
200,Adventure Time: Explore the Dungeon Because I Don't Know!,Action,X360,,2013
201,Adventure Time: Finn & Jake Investigations,Action,3DS,,2015
202,Adventure Time: Finn & Jake Investigations,Action,PS3,,2015
203,Adventure Time: Finn & Jake Investigations,Action,PS4,,2015
204,Adventure Time: Finn & Jake Investigations,Action,WiiU,,2015
205,Adventure Time: Finn & Jake Investigations,Action,X360,,2015
206,Adventure Time: Finn & Jake Investigations,Action,XOne,,2015
207,Adventure Time: The Secret of the Nameless ,Adventure,3DS,,2014
208,Adventure Time: The Secret of the Nameless ,Adventure,X360,,2014
209,Adventure Time: The Secret of the Nameless Kingdom,Action,3DS,E10+,2014
210,Adventure Time: The Secret of the Nameless Kingdom,Action,X360,E10+,2014
211,Adventures of Lolo,Puzzle,NES,,1989
212,Adventures of Tron,Action,2600,,1981
213,Adventures to Go!,Role-Playing,PSP,,2008
214,Aedis Eclipse: Generation of Chaos,Role-Playing,PSP,E10+,2006
215,Aegis of Earth: Protonovus Assault,Action,PS3,T,2016
216,Aegis of Earth: Protonovus Assault,Action,PS4,T,2016
217,Aegis of Earth: Protonovus Assault,Action,PSV,T,2016
218,Aeon Flux,Action,PS2,T,2005
219,Aeon Flux,Action,XB,T,2005
220,Aero Elite: Combat Academy,Simulation,PS2,E,2002
221,Aero Gauge,Racing,N64,,1997
222,AeroFighters Assault,Action,N64,,1997
223,Afrika,Adventure,PS3,E10+,2008
224,Afro Samurai,Action,PS3,M,2009
225,Afro Samurai,Action,X360,M,2009
226,After Hours Athletes,Sports,PS3,,2011
227,Again,Adventure,DS,,2009
228,Agassi Tennis Generation,Sports,PS2,E,2003
229,Agatha Christie: And Then There Were None,Adventure,Wii,T,2008
230,Agatha Christie: Death on the Nile,Adventure,PC,T,2008
231,Agatha Christie: Evil Under the Sun,Adventure,Wii,T,2008
232,Agatha Christie: Peril at End House,Adventure,PC,T,2009
233,Agatha Christie: The ABC Murders,Adventure,DS,T,2009
234,Agatha Christie: The ABC Murders,Adventure,PC,,2016
235,Agatha Christie's The ABC Murders,Adventure,PS4,T,2016
236,Agatha Christie's The ABC Murders,Adventure,XOne,,2016
237,Age of Conan: Rise of the Godslayer,Role-Playing,PC,M,2010
238,Age of Empires II: The Age of Kings,Strategy,PC,T,1999
239,Age of Empires III,Strategy,PC,T,2005
240,Age of Empires III: Complete Collection,Strategy,PC,T,2009
241,Age of Empires III: Gold Edition,Strategy,PC,T,2007
242,Age of Empires III: The Asian Dynasties,Strategy,PC,T,2007
243,Age of Empires Online,Strategy,PC,E10+,2011
244,Age of Empires: Collector's Edition,Strategy,PC,T,2000
245,Age of Empires: Mythologies,Strategy,DS,E10+,2008
246,Age of Empires: The Age of Kings,Strategy,DS,E10+,2006
247,Age of Mythology,Strategy,PC,T,2002
248,Age of Mythology: The Titans,Strategy,PC,T,2003
249,Aggressive Inline,Sports,GC,T,2002
250,Aggressive Inline,Sports,PS2,T,2002
251,Aggressive Inline,Sports,XB,T,2002
252,Agile Warrior F-111X,Simulation,PS,,1995
253,Aibou DS,Adventure,DS,,2009
254,Aidyn Chronicles: The First Mage,Role-Playing,N64,,2001
255,Aikatsu Stars! My Special Appeal,Action,3DS,,2016
256,Aikatsu! 2-nin no My Princess,Action,3DS,,2013
257,Aikatsu! 365 Idol Days,Adventure,3DS,,2014
258,Aikatsu! Cinderella Lesson,Role-Playing,3DS,,2012
259,Aikatsu! My No.1 Stage!,Misc,3DS,,2015
260,Ailu de Puzzle,Action,PSP,,2012
261,AIR,Adventure,PSP,,2007
262,Air Combat,Simulation,PS,,1995
263,Air Conflicts: Aces of World War II,Simulation,PSP,T,2009
264,Air Conflicts: Secret Wars,Simulation,PC,T,2011
265,Air Conflicts: Secret Wars,Simulation,PS3,T,2011
266,Air Conflicts: Secret Wars,Simulation,X360,T,2011
267,Air Raid,Action,2600,,1981
268,Air Traffic Chaos,Simulation,DS,E,2007
269,Airblade,Sports,PS2,T,2001
270,Airborne Troops: Countdown to D-Day,Shooter,PS2,T,2005
271,AirForce Delta Storm,Shooter,GBA,E,2002
272,AirForce Delta Storm,Shooter,XB,E,2001
273,AirForce Delta Strike,Simulation,PS2,T,2004
274,Airline Tycoon,Simulation,PC,E,2000
275,Airline Tycoon 2,Simulation,PC,E,2011
276,Airlock,Action,2600,,1981
277,Airport Simulator,Simulation,PC,,2011
278,Airship Q,Platform,PSV,,2015
279,Aiyoku no Eustia,Misc,PSV,,2014
280,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,Adventure,DS,,2008
281,Akai Ito DS,Adventure,DS,,2008
282,Akai Katana Shin,Shooter,X360,,2011
283,Akane Iro ni Somaru Saka Parallel,Adventure,PS2,,2008
284,Akatsuki no Amaneka to Aoi Kyojin,Strategy,PSP,,2010
285,Akatsuki no Goei Trinity,Adventure,PS3,,2012
286,Akatsuki no Goei Trinity,Adventure,PSP,,2012
287,AKB1/149: Love Election,Adventure,PS3,,2013
288,AKB1/149: Love Election,Adventure,PSP,,2012
289,AKB1/149: Love Election,Adventure,PSV,,2012
290,AKB1/48: Idol to Guam de Koishitara...,Misc,PSP,,2011
291,AKB1/48: Idol to Koishitara...,Misc,PSP,,2010
292,AKB48+Me,Action,3DS,,2012
293,Akiba's Trip,Adventure,PSP,,2011
294,Akiba's Trip Plus,Adventure,PSP,,2012
295,Akiba's Trip: Undead & Undressed,Action,PS3,,2013
296,Akiba's Trip: Undead & Undressed,Action,PS4,,2014
297,Akiba's Trip: Undead & Undressed,Action,PSV,,2013
298,Akko ni Omakase! Brain Shock,Misc,DS,,2006
299,Akuji the Heartless,Platform,PS,,1998
300,Aladdin Magic Racer,Racing,Wii,E,2011
301,Alan Wake,Action,PC,T,2012
302,Alan Wake,Action,X360,T,2010
303,Alexi Lalas International Soccer,Sports,PS,,1998
304,Alfa Romeo Racing Italiano,Racing,PS2,E,2005
305,Alias,Action,PS2,T,2004
306,Alias,Action,XB,T,2004
307,Alia's Carnival! Sacrament,Adventure,PSV,,2015
308,Alice in Wonderland,Adventure,DS,E10+,2010
309,Alice in Wonderland,Adventure,Wii,E10+,2010
310,Alice: Madness Returns,Adventure,PC,M,2011
311,Alice: Madness Returns,Adventure,PS3,M,2011
312,Alice: Madness Returns,Adventure,X360,M,2011
313,Alien,Action,2600,,1981
314,Alien Breed Trilogy,Shooter,X360,,2011
315,Alien Hominid,Shooter,GC,T,2004
316,Alien Hominid,Shooter,PS2,T,2004
317,Alien Monster Bowling League,Sports,Wii,E10+,2009
318,Alien Resurrection,Shooter,PS,M,2000
319,Alien Syndrome,Role-Playing,PSP,T,2007
320,Alien Syndrome,Role-Playing,Wii,T,2007
321,Alien Trilogy,Shooter,PS,,1996
322,Alien: Isolation,Shooter,PC,M,2014
323,Alien: Isolation,Shooter,PS3,M,2014
324,Alien: Isolation,Shooter,PS4,M,2014
325,Alien: Isolation,Shooter,X360,M,2014
326,Alien: Isolation,Shooter,XOne,M,2014
327,Alienators: Evolution Continues,Action,GBA,E,2001
328,Aliens in the Attic,Action,DS,E10+,2009
329,Aliens in the Attic,Action,Wii,E10+,2009
330,Alien's Return,Action,2600,,1982
331,Aliens versus Predator: Extinction,Strategy,PS2,T,2003
332,Aliens versus Predator: Extinction,Strategy,XB,T,2003
333,Aliens vs Predator,Shooter,PC,M,2010
334,Aliens vs Predator,Shooter,PS3,M,2010
335,Aliens vs Predator,Shooter,X360,M,2010
336,Aliens vs Predator: Requiem,Action,PSP,T,2007
337,Aliens: Colonial Marines,Shooter,PC,M,2013
338,Aliens: Colonial Marines,Shooter,PS3,M,2013
339,Aliens: Colonial Marines,Shooter,X360,M,2013
340,Aliens: Infestation,Action,DS,T,2011
341,All Grown Up! Express Yourself,Misc,GBA,,2004
342,All Japan Pro Wrestling featuring Virtua,Fighting,SAT,,1997
343,All Kamen Rider: Rider Generation,Action,DS,,2011
344,All Kamen Rider: Rider Generation 2,Action,DS,,2012
345,All Kamen Rider: Rider Generation 2,Action,PSP,,2012
346,All Points Bulletin,Role-Playing,PC,,2010
347,All Star Cheer Squad,Sports,DS,E,2008
348,All Star Cheer Squad,Sports,Wii,E,2008
349,All Star Cheer Squad 2,Sports,Wii,E,2009
350,All Star Karate,Action,Wii,E10+,2010
351,All Star Pro-Wrestling,Fighting,PS2,,2000
352,All Star Tennis 99,Sports,N64,,1999
353,Alleyway,Puzzle,GB,,1989
354,Allied General,Strategy,PS,,1996
355,All-Pro Football 2K8,Sports,PS3,E10+,2007
356,All-Pro Football 2K8,Sports,X360,E10+,2007
357,All-Star Baseball 2000,Sports,N64,,1999
358,All-Star Baseball 2001,Sports,N64,,2000
359,All-Star Baseball 2002,Sports,GC,E,2001
360,All-Star Baseball 2002,Sports,PS2,E,2001
361,All-Star Baseball 2003,Sports,GBA,E,2002
362,All-Star Baseball 2003,Sports,GC,E,2002
363,All-Star Baseball 2003,Sports,PS2,E,2002
364,All-Star Baseball 2003,Sports,XB,E,2002
365,All-Star Baseball 2004,Sports,GBA,,2003
366,All-Star Baseball 2004,Sports,GC,E,2003
367,All-Star Baseball 2004,Sports,PS2,E,2003
368,All-Star Baseball 2004,Sports,XB,E,2003
369,All-Star Baseball 99,Sports,N64,,1998
370,Alone in the Dark,Adventure,PC,M,2008
371,Alone in the Dark,Adventure,PS2,M,2008
372,Alone in the Dark,Adventure,Wii,M,2008
373,Alone in the Dark,Adventure,X360,M,2008
374,Alone in the Dark: Inferno,Adventure,PS3,M,2008
375,Alone in the Dark: One-Eyed Jack's Revenge,Adventure,PS,,1996
376,Alpha and Omega,Action,DS,E,2010
377,Alpha Protocol,Role-Playing,PC,M,2010
378,Alpha Protocol,Role-Playing,PS3,M,2010
379,Alpha Protocol,Role-Playing,X360,M,2010
380,Alter Echo,Shooter,PS2,T,2003
381,Alter Echo,Shooter,XB,T,2003
382,Alter Ego,Simulation,PC,T,1985
383,Altered Beast: Guardian of the Realms,Action,GBA,T,2002
384,Alundra,Role-Playing,PS,T,1997
385,Alundra 2: A New Legend Begins,Role-Playing,PS,,1999
386,Alvin and the Chipmunks,Misc,DS,E,2007
387,Alvin and the Chipmunks,Misc,PS2,E,2007
388,Alvin and the Chipmunks,Misc,Wii,E,2007
389,Alvin and the Chipmunks: Chipwrecked,Misc,DS,E10+,2011
390,Alvin and the Chipmunks: Chipwrecked,Misc,Wii,E10+,2011
391,Alvin and the Chipmunks: Chipwrecked,Misc,X360,E10+,2011
392,Alvin and the Chipmunks: The Squeakquel,Misc,DS,E,2009
393,Alvin and the Chipmunks: The Squeakquel,Misc,Wii,E,2009
394,Amagami,Adventure,PS2,,2009
395,Amagami,Adventure,PSP,,2011
396,Amagami,Adventure,PSV,,2014
397,Amagoushi no Yakata,Adventure,PS2,,2007
398,Amatsumi Sora ni! Kumo no Hatate ni,Adventure,PSV,,2015
399,Amazing Adventures: The Forgotten Ruins,Adventure,DS,E,2008
400,Amazing Island,Strategy,GC,E,2004
401,America Oudan Ultra-Quiz,Misc,SAT,,1995
402,American Bass Challenge,Sports,GBA,E,2001
403,American Chopper,Racing,PS2,T,2004
404,American Chopper,Racing,XB,T,2004
405,American Chopper 2: Full Throttle,Racing,GC,T,2005
406,American Chopper 2: Full Throttle,Racing,PS2,T,2005
407,American Chopper 2: Full Throttle,Racing,XB,T,2005
408,American Girl: Julie Finds a Way,Adventure,DS,E,2007
409,American Girl: Kit Mystery Challenge!,Adventure,DS,E,2008
410,American Idol,Misc,GBA,E,2003
411,American Idol,Misc,PS2,E,2003
412,America's Army: Rise of a Soldier,Shooter,XB,T,2005
413,America's Army: True Soldiers,Shooter,X360,T,2007
414,America's Next Top Model,Action,DS,E10+,2008
415,America's Next Top Model,Action,Wii,E10+,2010
416,America's Test Kitchen: Let's Get Cooking,Simulation,DS,E,2010
417,AMF Bowling 2004,Sports,XB,,2003
418,AMF Bowling Pinbusters!,Sports,DS,,2008
419,AMF Bowling Pinbusters!,Sports,Wii,,2007
420,AMF Bowling World Lanes,Sports,Wii,E,2008
421,AMF Xtreme Bowling,Sports,PS2,E,2006
422,Amnesia,Adventure,PSP,,2011
423,Amnesia Crowd,Misc,PSP,,2013
424,Amnesia Later,Misc,PSP,,2012
425,Amnesia Later,Misc,PSV,,2014
426,AMNESIA World,Adventure,PSV,,2014
427,Amped 2,Sports,XB,E,2003
428,Amped 3,Sports,X360,T,2005
429,Amped: Freestyle Snowboarding,Sports,XB,E,2001
430,Amplitude,Misc,PS2,T,2003
431,An American Tail: Fievel's Gold Rush,Platform,GBA,,2002
432,Anarchy Reigns,Action,PS3,M,2012
433,Anarchy Reigns,Action,X360,M,2012
434,And1 Streetball,Action,PS2,,2006
435,And1 Streetball,Action,XB,,2006
436,Andretti Racing,Racing,PS,,1996
437,Angel Blade: Neo Tokyo Guardians,Role-Playing,PS,,1997
438,Angelique Duet,Strategy,PS,,1998
439,Angelique Retour,Action,PSV,,2015
440,Angelique Trois,Adventure,PS2,,2000
441,Angelique: Maren no Rokukishi,Adventure,PSP,,2011
442,Angler's Club: Ultimate Bass Fishing 3D,Sports,3DS,E,2011
443,Angry Birds,Puzzle,PC,E,2011
444,Angry Birds Star Wars,Strategy,3DS,E,2013
445,Angry Birds Star Wars,Strategy,PS3,E,2013
446,Angry Birds Star Wars,Strategy,PS4,E,2013
447,Angry Birds Star Wars,Strategy,PSV,E,2013
448,Angry Birds Star Wars,Strategy,Wii,E,2013
449,Angry Birds Star Wars,Strategy,WiiU,E,2013
450,Angry Birds Star Wars,Strategy,X360,E,2013
451,Angry Birds Star Wars,Strategy,XOne,E,2013
452,Angry Birds Trilogy,Action,3DS,E,2012
453,Angry Birds Trilogy,Action,PS3,E,2012
454,Angry Birds Trilogy,Action,X360,E,2012
455,Angry Birds: Rio,Puzzle,PC,E,2011
456,Anima - Gate of Memories,Action,PS4,T,2016
457,Animal Crossing,Simulation,GC,E,2001
458,Animal Crossing: Amiibo Festival,Misc,WiiU,E,2015
459,Animal Crossing: City Folk,Simulation,Wii,E,2008
460,Animal Crossing: Happy Home Designer,Simulation,3DS,E,2015
461,Animal Crossing: New Leaf,Simulation,3DS,E,2012
462,Animal Crossing: Wild World,Simulation,DS,E,2005
463,Animal Genius,Puzzle,DS,E,2007
464,Animal Kingdom: Wildlife Expedition,Adventure,Wii,E,2009
465,Animal Paradise,Simulation,DS,E,2007
466,Animal Planet: Emergency Vets,Simulation,DS,E,2009
467,Animal Planet: Vet Collection,Simulation,DS,E,2010
468,Animal Planet: Vet Life,Simulation,DS,E,2009
469,Animal Planet: Vet Life,Simulation,Wii,E,2009
470,Animaniacs Ten Pin Alley,Sports,PS,,1998
471,Animaniacs: The Great Edgar Hunt,Platform,GC,E,2005
472,AniMates!,Simulation,DS,E,2007
473,Animorphs: Shattered Reality,Action,PS,E,2000
474,Anno 1701: Dawn of Discovery,Simulation,DS,E,2007
475,Anno 2070,Strategy,PC,T,2011
476,Anno 2205,Strategy,PC,E10+,2015
477,Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,Action,PSP,,2012
478,Another Code R: A Journey into Lost Memories,Adventure,Wii,,2009
479,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,Action,3DS,,2016
480,Ant Nation,Simulation,DS,E,2009
481,Antiphona no Seikahime: Tenshi no Gakufu Op.A,Role-Playing,PSP,,2009
482,Antz Extreme Racing,Racing,PS2,E,2002
483,Antz Extreme Racing,Racing,XB,E,2002
484,Anubis II,Platform,Wii,E,2007
485,Ao no Exorcist: Genkoku no Labyrinth,Action,PSP,,2012
486,Ao no Kanata no Four Rhythm,Adventure,PSV,,2016
487,Aoishiro,Adventure,PS2,,2008
488,Apache: Air Assault,Simulation,PC,T,2010
489,Apache: Air Assault,Simulation,PS3,T,2010
490,Apache: Air Assault,Simulation,X360,T,2010
491,Apassionata: Die Galanacht der Pferde,Simulation,DS,,2009
492,APB Reloaded,Role-Playing,PC,M,2011
493,Ape Escape,Platform,PS,E,1999
494,Ape Escape,Platform,PS3,,2010
495,Ape Escape 2,Platform,PS2,E,2002
496,Ape Escape 3,Platform,PS2,E10+,2005
