VideoGameKey,Name,Genre,Platform,Rating,Year_of_Release
11826,SD Gundam G Generation,Strategy,PS,,1998
11827,SD Gundam G Generation 3D,Role-Playing,3DS,,2011
11828,SD Gundam G Generation DS,Role-Playing,DS,,2005
11829,SD Gundam G Generation Genesis,Strategy,PS4,,2016
11830,SD Gundam G Generation Genesis,Strategy,PSV,,2016
11831,SD Gundam G Generation Neo,Strategy,PS2,,2002
11832,SD Gundam G Generation Portable,Strategy,PSP,,2006
11833,SD Gundam G Generation Seed,Strategy,PS2,,2004
11834,SD Gundam G Generation Spirits,Strategy,PS2,,2007
11835,SD Gundam G Generation Wars,Strategy,PS2,,2009
11836,SD Gundam G Generation Wars,Strategy,Wii,,2009
11837,SD Gundam G Generation World,Strategy,PSP,,2011
11838,SD Gundam G Generation World,Strategy,Wii,,2011
11839,SD Gundam G Generation Zero,Strategy,PS,,1999
11840,SD Gundam G Generation: Cross Drive,Strategy,DS,,2007
11841,SD Gundam G Generation: Gather Beat 2,Strategy,WS,,2001
11842,SD Gundam G Generation: Overworld,Strategy,PSP,,2012
11843,SD Gundam G Generation-F,Strategy,PS,,2000
11844,SD Gundam G Generation-F.I.F,Strategy,PS,,2001
11845,SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,Role-Playing,SNES,,1991
11846,SD Gundam GNext,Strategy,SNES,,1995
11847,SD Gundam GX,Strategy,SNES,,1994
11848,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,Action,DS,,2010
11849,SD Gundam: Gashapon Wars,Strategy,GC,,2005
11850,SD Gundam: Gashapon Wars,Strategy,Wii,,2010
11851,SD Gundam: Over Galaxian,Shooter,PS,,1996
11852,SD Gundam: Scad Hammers,Strategy,Wii,,2006
11853,Sea Monsters: A Prehistoric Adventure,Adventure,Wii,E10+,2007
11854,Sea Park Tycoon,Simulation,DS,E,2010
11855,SeaBlade,Shooter,XB,T,2002
11856,Seaman,Simulation,DC,T,1999
11857,Seaman 2: Peking Genjin Ikusei Kit,Simulation,PS2,,2007
11858,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,Simulation,PS2,,2001
11859,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Adventure,DS,,2005
11860,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Adventure,GBA,,2005
11861,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Adventure,GC,,2005
11862,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Adventure,PS2,,2005
11863,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Adventure,XB,,2005
11864,Second Sight,Adventure,GC,T,2004
11865,Second Sight,Adventure,PS2,T,2004
11866,Second Sight,Adventure,XB,T,2004
11867,Secret Agent Barbie: Royal Jewels Mission,Platform,GBA,E,2002
11868,Secret Agent Clank,Platform,PS2,E10+,2009
11869,Secret Agent Clank,Platform,PSP,E10+,2008
11870,Secret Agent Clank(US sales),Platform,PSP,,2008
11871,Secret Files 2: Puritas Cordis,Adventure,PC,T,2009
11872,Secret Files 2: Puritas Cordis,Adventure,Wii,T,2009
11873,Secret Files: Tunguska,Adventure,DS,T,2008
11874,Secret Files: Tunguska,Adventure,PC,T,2006
11875,Secret Files: Tunguska,Adventure,Wii,T,2008
11876,Secret Game Portable,Adventure,PSP,,2010
11877,Secret of Mana,Role-Playing,SNES,,1993
11878,Secret Service,Action,X360,T,2008
11879,Secret Service: Ultimate Sacrifice,Action,PS2,,2008
11880,Secret Weapons Over Normandy,Simulation,PS2,T,2003
11881,Secret Weapons Over Normandy,Simulation,XB,T,2003
11882,Secrets of the Titanic,Action,DS,,2012
11883,Section 8,Shooter,PC,T,2009
11884,Section 8,Shooter,X360,T,2009
11885,Seek and Destroy,Racing,PS2,T,2002
11886,Sega Ages 2500 Series Vol. 26: Dynamite Deka,Action,PS2,,2006
11887,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,Role-Playing,PS2,,2007
11888,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,Role-Playing,PS2,,2008
11889,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,Shooter,PS2,,2008
11890,Sega Arcade Gallery,Misc,GBA,E,2003
11891,Sega Bass Fishing,Sports,DC,,1999
11892,Sega Bass Fishing,Sports,Wii,E,2008
11893,SEGA Bass Fishing Duel,Sports,PS2,E,2002
11894,Sega Casino,Misc,DS,T,2005
11895,SEGA Classics Collection,Misc,PS2,T,2005
11896,Sega Golf Club: Miyazato San Kyoudai Naizou,Sports,PS3,,2006
11897,Sega GT,Racing,DC,E,2000
11898,Sega GT 2002,Racing,XB,E,2002
11899,Sega GT Online,Racing,XB,T,2003
11900,Sega Rally Championship,Racing,SAT,,1995
11901,Sega Rally Championship 2,Racing,DC,,1999
11902,Sega Rally Revo,Racing,PC,E,2007
11903,Sega Rally Revo,Racing,PS3,E,2007
11904,Sega Rally Revo,Racing,PSP,E,2007
11905,Sega Rally Revo,Racing,X360,E,2007
11906,Sega Smash Pack,Misc,GBA,E,2002
11907,Sega Soccer Slam,Sports,GC,E,2002
11908,Sega Soccer Slam,Sports,PS2,E,2002
11909,Sega Soccer Slam,Sports,XB,E,2002
11910,Sega Superstars,Misc,PS2,T,2004
11911,Sega Superstars Tennis,Sports,DS,E,2008
11912,Sega Superstars Tennis,Sports,PS2,E10+,2008
11913,Sega Superstars Tennis,Sports,PS3,E10+,2008
11914,Sega Superstars Tennis,Sports,Wii,E10+,2008
11915,Sega Superstars Tennis,Sports,X360,E10+,2008
11916,Sega Touring Car Championship,Racing,SAT,,1996
11917,Seiken Densetsu 3,Role-Playing,SNES,,1995
11918,Seinaru Kana: Orichalcum no Na no Motoni,Action,PSP,,2012
11919,Seisou no Amazones,Role-Playing,3DS,,2013
11920,Seitokai no Ichizon: DS-suru Seitokai,Adventure,DS,,2010
11921,Sekai no Gohan Shaberu! DS Oryouri Navi,Misc,DS,,2008
11922,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,Misc,DS,,2010
11923,Sekirei: Mirai Kara no Okurimono,Adventure,PS2,,2009
11924,Self-Defense Training Camp,Sports,X360,T,2011
11925,Sengoku,Strategy,PC,T,2011
11926,Sengoku Basara 2,Action,PS2,,2006
11927,Sengoku Basara 2 Heroes,Action,PS2,,2007
11928,Sengoku Basara 2 Heroes,Action,Wii,,2007
11929,Sengoku Basara 3 Utage,Action,PS3,,2011
11930,Sengoku Basara 3 Utage,Action,Wii,,2011
11931,Sengoku Basara 4,Action,PS3,,2014
11932,Sengoku Basara 4: Sumeragi,Action,PS3,,2015
11933,Sengoku Basara 4: Sumeragi,Action,PS4,,2015
11934,Sengoku Basara X,Fighting,PS2,,2008
11935,Sengoku Basara: Battle Heroes,Action,PSP,,2009
11936,Sengoku Basara: Chronicle Heroes,Action,PSP,,2011
11937,Sengoku Basara: Samurai Heroes,Action,PS3,T,2010
11938,Sengoku Basara: Samurai Heroes,Action,Wii,T,2010
11939,Sengoku Basara: Sanada Yukimura-Den,Action,PS3,,2016
11940,Sengoku Basara: Sanada Yukimura-Den,Action,PS4,,2016
11941,Sengoku Cyber: Fujimaru Jigokuhen,Strategy,PS,,1995
11942,Sengoku Efuda Yuugi: Hototogisu Ran,Misc,PSP,,2008
11943,Sengoku Efuda Yuugi: Hototogisu Tairan,Strategy,PSP,,2010
11944,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,Strategy,PSP,,2010
11945,Sengoku Hime: Senran ni Mau Otometachi,Adventure,PS2,,2009
11946,Sengoku Hime: Senran ni Mau Otometachi,Adventure,PSP,,2009
11947,Sengoku Musou 3 Empires,Action,PS3,,2011
11948,Sengoku Musou 3 Z,Action,PS3,,2011
11949,Sengoku Musou 3 Z Special,Action,PSP,,2012
11950,Sengoku Musou 3: Moushouden ,Action,Wii,,2011
11951,Sengoku Otome: Legend Battle,Action,PSV,,2016
11952,Senjou no Waltz,Adventure,PSV,,2014
11953,Senko no Ronde DUO,Fighting,X360,,2010
11954,Senran Kagura 2: Deep Crimson ,Action,3DS,M,2014
11955,Senran Kagura Burst: Guren no Sh?jo-tachi,Action,3DS,,2012
11956,Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,Fighting,PSV,,2013
11957,Senran Kagura: Bon Appétit!,Misc,PSV,,2014
11958,Senran Kagura: Estival Versus,Action,PS4,M,2015
11959,Senran Kagura: Estival Versus,Action,PSV,M,2015
11960,Senran Kagura: Sh?jo-tachi no Shinei,Action,3DS,,2011
11961,Senritsu no Stratus,Role-Playing,PSP,,2011
11962,Sentimental Graffiti,Adventure,SAT,,1998
11963,Sentimental Graffiti 2,Adventure,DC,,2000
11964,Sentimental Graffiti: First Window,Adventure,SAT,,1997
11965,Sentou Kokka Air Land Battle,Strategy,PS,,1995
11966,Sentouchu: Densetsu no Shinobi to Survival Battle!,Action,3DS,,2013
11967,Serious Sam,Shooter,XB,M,2002
11968,Serious Sam 3: BFE,Shooter,PC,,2011
11969,Serious Sam Advance,Shooter,GBA,M,2004
11970,Serious Sam HD: Gold Edition,Shooter,PC,,2010
11971,Serious Sam HD: Gold Edition,Shooter,X360,,2011
11972,Serious Sam II,Shooter,PC,M,2005
11973,Serious Sam II,Shooter,XB,M,2005
11974,Serious Sam: Next Encounter,Shooter,GC,M,2004
11975,Serious Sam: Next Encounter,Shooter,PS2,M,2004
11976,Sesame Street: Cookie's Counting Carnival,Misc,DS,,2010
11977,Sesame Street: Cookie's Counting Carnival,Misc,PC,EC,2010
11978,Sesame Street: Cookie's Counting Carnival,Misc,Wii,EC,2010
11979,Sesame Street: Elmo's A-to-Zoo Adventure,Misc,DS,,2010
11980,Sesame Street: Elmo's A-to-Zoo Adventure,Misc,PC,EC,2010
11981,Sesame Street: Elmo's A-to-Zoo Adventure,Misc,Wii,EC,2010
11982,Sesame Street: Elmo's Letter Adventure,Misc,N64,,1999
11983,Sesame Street: Elmo's Letter Adventure,Misc,PS,,1998
11984,Sesame Street: Elmo's Number Journey,Misc,N64,,1999
11985,Sesame Street: Elmo's Number Journey,Misc,PS,,1998
11986,Sesame Street: Once Upon A Monster,Misc,X360,E,2011
11987,"Sesame Street: Ready, Set, Grover!",Misc,DS,,2011
11988,"Sesame Street: Ready, Set, Grover!",Misc,Wii,,2011
11989,Seven Samurai 20XX,Action,PS2,T,2004
11990,Seven: Molmorth no Kiheitai,Action,PS2,,2000
11991,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,Misc,DS,,2007
11992,Shadow Hearts,Role-Playing,PS2,M,2001
11993,Shadow Hearts: Covenant,Role-Playing,PS2,T,2004
11994,Shadow Hearts: From The New World,Role-Playing,PS2,T,2005
11995,Shadow Madness,Action,PS,,1999
11996,Shadow Man,Action,N64,,1999
11997,Shadow Man,Action,PS,,1998
11998,Shadow Man: 2econd Coming,Adventure,PS2,M,2002
11999,Shadow Master,Adventure,PS,,1997
12000,Shadow of Destiny,Adventure,PS2,T,2001
12001,Shadow of Destiny,Adventure,PSP,T,2009
12002,Shadow of Rome,Action,PS2,M,2005
12003,Shadow of the Colossus,Action,PS2,T,2005
12004,Shadow of the Colossus,Action,PS3,T,2011
12005,Shadow Ops: Red Mercury,Shooter,XB,T,2004
12006,Shadow The Hedgehog,Platform,GC,E10+,2005
12007,Shadow The Hedgehog,Platform,PS2,E10+,2005
12008,Shadow The Hedgehog,Platform,XB,E10+,2005
12009,Shadow Tower,Role-Playing,PS,,1998
12010,Shadowgate 64: Trials of the Four Towers,Adventure,N64,,1999
12011,Shadowrun,Role-Playing,X360,M,2007
12012,Shadows of the Damned,Action,PS3,M,2011
12013,Shadows of the Damned,Action,X360,M,2011
12014,Shakugan no Shana,Adventure,PS2,,2006
12015,Shaman King: Chou Senjiryokketsu 3,Role-Playing,GBA,,2002
12016,Shaman King: Power of Spirit,Adventure,PS2,T,2004
12017,Shaman King: Soul Fight,Platform,GC,,2003
12018,Shaman King: Spirit of Shamans,Action,PS,,2002
12019,Shanghai: True Valor,Puzzle,PS,,1998
12020,Shantae and the Pirate's Curse,Platform,3DS,E10+,2015
12021,Shape Up,Misc,XOne,E,2014
12022,"Sharin no Kuni, Himawari no Shoujo",Adventure,X360,,2010
12023,Shark Tale,Action,GBA,E,2004
12024,Shark Tale,Action,GC,E,2004
12025,Shark Tale,Action,PS2,E,2004
12026,Shark Tale,Action,XB,E,2004
12027,Shattered Union,Strategy,XB,T,2005
12028,Shaun Palmer's Pro Snowboarder,Sports,GBA,E,2001
12029,Shaun Palmer's Pro Snowboarder,Sports,PS2,E,2001
12030,Shaun the Sheep,Adventure,DS,E,2008
12031,Shaun White Skateboarding,Sports,PC,T,2010
12032,Shaun White Skateboarding,Sports,PS3,T,2010
12033,Shaun White Skateboarding,Sports,Wii,E10+,2010
12034,Shaun White Skateboarding,Sports,X360,T,2010
12035,Shaun White Snowboarding,Sports,DS,E,2008
12036,Shaun White Snowboarding,Sports,PS2,E10+,2008
12037,Shaun White Snowboarding,Sports,PS3,T,2008
12038,Shaun White Snowboarding,Sports,PSP,E10+,2008
12039,Shaun White Snowboarding: Road Trip,Sports,Wii,E10+,2008
12040,Shaun White Snowboarding: World Stage,Sports,Wii,E,2009
12041,Shawn Johnson Gymnastics,Sports,Wii,E,2010
12042,Sheep,Strategy,PS,E,2000
12043,Shellshock,Action,PS,,1995
12044,ShellShock 2: Blood Trails,Shooter,PS3,M,2009
12045,ShellShock 2: Blood Trails,Shooter,X360,M,2009
12046,Shellshock: Nam '67,Shooter,XB,M,2004
12047,Shenmue,Adventure,DC,T,1999
12048,Shenmue II,Adventure,DC,T,2001
12049,Shenmue II,Adventure,XB,T,2002
12050,Shepherd's Crossing,Simulation,PSP,E,2009
12051,Sherlock Holmes and the Mystery of Osborne House,Adventure,DS,E10+,2010
12052,Sherlock Holmes vs. Jack the Ripper,Adventure,X360,T,2009
12053,Sherlock Holmes: Crimes & Punishments,Adventure,PC,,2014
12054,Sherlock Holmes: Crimes & Punishments,Adventure,PS3,,2014
12055,Sherlock Holmes: Crimes & Punishments,Adventure,PS4,,2014
12056,Sherlock Holmes: Crimes & Punishments,Adventure,X360,,2014
12057,Sherlock Holmes: Crimes & Punishments,Adventure,XOne,,2014
12058,Sherlock Holmes: Secret of The Silver Earring,Adventure,Wii,,2010
12059,Sherlock Holmes: The Devil's Daughter,Adventure,PC,T,2016
12060,Sherlock Holmes: The Devil's Daughter,Adventure,PS4,T,2016
12061,Sherlock Holmes: The Mystery of the Mummy,Adventure,DS,E,2009
12062,Shifters,Adventure,PS2,T,2002
12063,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,Fighting,PS2,,2007
12064,Shimano Xtreme Fishing,Sports,Wii,T,2009
12065,Shin Chan Contra ¡Los Plastas!,Platform,DS,,2009
12066,Shin Chan: ¡Aventuras de Cine!,Platform,DS,,2008
12067,Shin Chan: Las Nuevas Aventuras Para Wii!,Action,Wii,,2006
12068,Shin Fortune Quest: Sokutaku no Kishi,Misc,PS,,1996
12069,Shin Hayarigami,Adventure,PS3,,2014
12070,Shin Hayarigami,Adventure,PSV,,2014
12071,Shin Hayarigami 2,Adventure,PS4,,2016
12072,Shin Hayarigami 2,Adventure,PSV,,2016
12073,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,Adventure,PSP,,2010
12074,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,Adventure,PS3,,2011
12075,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,Adventure,PSV,,2011
12076,Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,Role-Playing,PSP,,2012
12077,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,Adventure,PSP,,2010
12078,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,Adventure,PSP,,2010
12079,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,Adventure,PSP,,2010
12080,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,Adventure,PS3,,2014
12081,Shin Lucky * Star: Moe Drill ~Tabidachi~,Action,DS,,2007
12082,Shin Megami Tensei,Role-Playing,PS,,2001
12083,Shin Megami Tensei II,Role-Playing,SNES,,1994
12084,Shin Megami Tensei IV,Role-Playing,3DS,M,2013
12085,Shin Megami Tensei IV: Final,Role-Playing,3DS,,2016
12086,Shin Megami Tensei NINE,Role-Playing,XB,,2002
12087,Shin Megami Tensei x Fire Emblem,Role-Playing,WiiU,,2015
12088,Shin Megami Tensei: Devil Summoner,Role-Playing,SAT,,1995
12089,Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army,Role-Playing,PS2,,2006
12090,Shin Megami Tensei: Devil Summoner - Soul Hackers,Role-Playing,3DS,,2012
12091,Shin Megami Tensei: Devil Summoner - Soul Hackers,Role-Playing,PS,,1999
12092,Shin Megami Tensei: Devil Summoner - Soul Hackers,Role-Playing,SAT,,1997
12093,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,Role-Playing,PS2,M,2008
12094,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),Role-Playing,PS2,,2008
12095,Shin Megami Tensei: Devil Survivor,Role-Playing,DS,T,2009
12096,Shin Megami Tensei: Devil Survivor 2,Role-Playing,3DS,,2015
12097,Shin Megami Tensei: Devil Survivor 2,Role-Playing,DS,T,2011
12098,Shin Megami Tensei: Devil Survivor Overclocked,Role-Playing,3DS,T,2011
12099,Shin Megami Tensei: Digital Devil Saga,Role-Playing,PS2,M,2004
12100,Shin Megami Tensei: Digital Devil Saga 2,Role-Playing,PS2,M,2005
12101,Shin Megami Tensei: Nocturne,Role-Playing,PS2,M,2003
12102,Shin Megami Tensei: Persona,Role-Playing,PSP,T,2009
12103,Shin Megami Tensei: Persona 2: Innocent Sin,Role-Playing,PSP,,2011
12104,Shin Megami Tensei: Persona 3,Role-Playing,PS2,M,2006
12105,Shin Megami Tensei: Persona 3 (jp sales),Role-Playing,PS2,,2006
12106,Shin Megami Tensei: Persona 3 FES,Role-Playing,PS2,M,2007
12107,Shin Megami Tensei: Persona 3 Portable,Role-Playing,PSP,M,2009
12108,Shin Megami Tensei: Persona 4,Role-Playing,PS2,M,2008
12109,Shin Megami Tensei: Strange Journey,Role-Playing,DS,M,2009
12110,Shin Momotarou Densetsu,Role-Playing,SNES,,1993
12111,Shin Nippon Pro Wrestling: Toukon Retsuden,Fighting,PS,,1995
12112,Shin Nippon Pro Wrestling: Toukon Retsuden 2,Fighting,PS,,1996
12113,Shin Nippon Pro Wrestling: Toukon Retsuden 3,Fighting,PS,,1998
12114,Shin Sangoku Musou 4 Special,Action,X360,,2005
12115,Shin Sangoku Musou 5 Empires,Action,PSP,,2010
12116,Shin Sangoku Musou 5 Special,Action,PSP,,2009
12117,Shin Sangoku Musou 6 Special,Action,PSP,,2011
12118,Shin Sangoku Musou Online: Kamishou Ranbu,Action,PS3,,2010
12119,Shin Sangoku Musou Online: Souten Ranbu,Action,PS3,,2010
12120,Shin Sangoku Musou: Multi Raid 2,Action,PSP,,2010
12121,Shin Super Robot Taisen,Role-Playing,PS,,1996
12122,Shin Super Robot Taisen Special Disk,Strategy,PS,,1997
12123,Shinigami to Shoujo,Adventure,PSP,,2011
12124,Shining Ark,Role-Playing,PSP,,2013
12125,Shining Blade,Role-Playing,PSP,,2012
12126,Shining Force CD,Strategy,SCD,,1994
12127,Shining Force EXA,Role-Playing,PS2,E10+,2007
12128,Shining Force Feather,Strategy,DS,,2009
12129,Shining Force II,Strategy,GEN,,1993
12130,Shining Force III,Strategy,SAT,,1997
12131,Shining Force III: Scenario 2,Strategy,SAT,,1998
12132,Shining Force NEO,Role-Playing,PS2,T,2005
12133,Shining Force: Resurrection of the Dark Dragon,Role-Playing,GBA,T,2004
12134,Shining Hearts,Role-Playing,PSP,,2010
12135,Shining Resonance,Role-Playing,PS3,,2014
12136,Shining Soul,Role-Playing,GBA,E,2002
12137,Shining Soul II,Role-Playing,GBA,E,2003
12138,Shining Stars,Action,DS,,2008
12139,Shining Tears,Role-Playing,PS2,T,2004
12140,Shining Wind,Role-Playing,PS2,,2007
12141,Shinken de Watashi ni Koi Shinasai! R,Action,PS3,,2012
12142,Shinkyoku Soukai Polyphonica,Adventure,PS2,,2007
12143,Shinobi,Platform,3DS,T,2011
12144,Shinobi,Platform,PS2,M,2002
12145,Shinobi Koutsutsu,Adventure,PSP,,2014
12146,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",Action,PSV,,2015
12147,Shinobido 2: Tales of the Ninja,Action,PSV,,2011
12148,Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,Adventure,PSP,,2006
12149,Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,Simulation,DS,,2008
12150,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,Misc,PS,,1998
12151,Shinseiki Evangelion: Battle Orchestra,Fighting,PS2,,2007
12152,Shinseiki Evangelion: Battle Orchestra Portable,Fighting,PSP,,2009
12153,Shinseiki Evangelion: Koutetsu no Girlfriend,Adventure,PS,,1998
12154,Shinseiki Evangelion: Koutetsu no Girlfriend,Adventure,SAT,,1998
12155,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,Adventure,PSP,,2009
12156,Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,Adventure,PSP,,2009
12157,Shinseiki GPX Cyber Formula: Road To The INFINITY 4,Racing,PS2,,2007
12158,Ship Simulator 2008,Simulation,PC,E,2007
12159,Ship Simulator Extremes,Simulation,PC,E,2010
12160,Shippuu Mahou Daisakusen: Kingdom-Grandprix,Shooter,SAT,,1996
12161,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,Adventure,PSP,,2013
12162,Shiratsuyu no Kai,Adventure,PSP,,2013
12163,Shiren the Wanderer,Role-Playing,Wii,T,2008
12164,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,Role-Playing,DS,,2010
12165,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,Role-Playing,PSP,,2012
12166,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,Action,PSV,,2015
12167,Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,Adventure,PS2,,2008
12168,Shitsuji ga Aruji o Erabu Toki,Adventure,PSV,,2016
12169,Shockwave Assault,Simulation,PS,,1995
12170,Shonen Jump's One Piece: Grand Adventure,Fighting,GC,,2006
12171,Shonen Jump's One Piece: Grand Adventure,Fighting,PS2,,2005
12172,Shonen Jump's One Piece: Grand Battle,Fighting,GC,,2005
12173,Shonen Jump's One Piece: Grand Battle,Fighting,PS2,,2005
12174,Shonen Jump's One Piece: Pirates Carnival,Misc,GC,,2005
12175,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,Action,GBA,,2005
12176,Shonen Jump's Shaman King: Master of Spirits,Role-Playing,GBA,,2004
12177,Shonen Jump's Shaman King: Master of Spirits 2,Role-Playing,GBA,,2005
12178,Shooter: Starfighter Sanvein,Shooter,PS,,2000
12179,Short Track Racing: Trading Paint,Racing,PS2,E,2009
12180,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",Adventure,PS2,,2007
12181,Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,Sports,DS,,2009
12182,Shovel Knight,Platform,3DS,E,2015
12183,Shovel Knight,Platform,PS4,E,2015
12184,Shovel Knight,Platform,WiiU,E,2015
12185,Showdown: Legends of Wrestling,Fighting,PS2,T,2004
12186,Showdown: Legends of Wrestling,Fighting,XB,T,2004
12187,Showtime Championship Boxing,Fighting,DS,E10+,2007
12188,Showtime Championship Boxing,Fighting,Wii,E10+,2007
12189,Shox,Racing,PS2,E,2002
12190,Shrek,Platform,XB,T,2001
12191,Shrek / Shark Tale Game Boy Advance Video,Misc,GBA,,2006
12192,Shrek 2,Platform,GC,E,2004
12193,Shrek 2,Platform,PS2,E,2004
12194,Shrek 2,Platform,XB,E,2004
12195,Shrek 2 and Shark Tale 2-in-1 Pack,Misc,GBA,,2005
12196,Shrek 2: Beg for Mercy,Adventure,GBA,,2004
12197,Shrek Extra Large,Platform,GC,T,2002
12198,Shrek Smash n' Crash Racing,Racing,GC,E,2006
12199,Shrek Smash n' Crash Racing,Racing,PSP,E,2006
12200,Shrek Super Party,Misc,GC,E,2003
12201,Shrek Super Party,Misc,PS2,E,2002
12202,Shrek Super Party,Misc,XB,E,2002
12203,Shrek SuperSlam,Action,DS,,2005
12204,Shrek SuperSlam,Action,GBA,E10+,2005
12205,Shrek SuperSlam,Action,GC,E10+,2005
12206,Shrek SuperSlam,Action,PS2,E10+,2005
12207,Shrek SuperSlam,Action,XB,E10+,2005
12208,Shrek Swamp Kart Speedway,Racing,GBA,E,2002
12209,Shrek the Third,Action,PS2,E10+,2007
12210,Shrek the Third,Action,PSP,E10+,2007
12211,Shrek the Third,Action,Wii,E10+,2007
12212,Shrek the Third,Action,X360,,2007
12213,Shrek: Forever After,Platform,DS,,2010
12214,Shrek: Forever After,Platform,PS3,E10+,2010
12215,Shrek: Forever After,Platform,Wii,E10+,2010
12216,Shrek: Forever After,Platform,X360,E10+,2010
12217,Shrek: Hassle at the Castle,Action,GBA,E,2002
12218,Shrek: Ogres & Dronkeys,Simulation,DS,,2007
12219,Shrek: Reekin' Havoc,Platform,GBA,E,2003
12220,Shrek's Carnival Craze Party Games,Misc,DS,,2008
12221,Shrek's Carnival Craze Party Games,Misc,PS2,,2008
12222,Shrek's Carnival Craze Party Games,Misc,Wii,,2008
12223,Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,Action,DS,,2008
12224,Shugo Chara! Amunonijiro Chara Change,Action,DS,,2008
12225,Shukufuku no Campanella Portable,Adventure,PSP,,2010
12226,Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,Strategy,PSP,,2011
12227,Shutter Island,Adventure,PC,T,2009
12228,Sid Meier's Civilization IV,Strategy,PC,E10+,2005
12229,Sid Meier's Civilization Revolution,Strategy,DS,E10+,2008
12230,Sid Meier's Civilization Revolution,Strategy,PS3,E10+,2008
12231,Sid Meier's Civilization Revolution,Strategy,X360,E10+,2008
12232,Sid Meier's Civilization Revolution 2+,Strategy,PSV,,2015
12233,Sid Meier's Civilization V,Strategy,PC,E10+,2010
12234,Sid Meier's Civilization VI,Strategy,PC,E10+,2016
12235,Sid Meier's Civilization: Beyond Earth,Strategy,PC,E10+,2014
12236,Sid Meier's Pirates!,Strategy,PSP,,2007
12237,Sid Meier's Pirates!,Strategy,Wii,,2010
12238,Sid Meier's Pirates!,Strategy,XB,,2005
12239,Sid Meier's Railroads!,Simulation,PC,,2006
12240,Sidewinder Max,Simulation,PS2,,2000
12241,Sigma Harmonics,Role-Playing,DS,,2008
12242,Sigma Star Saga,Role-Playing,GBA,E10+,2005
12243,Silent Bomber,Action,PS,,1999
12244,Silent Hill,Action,PS,M,1999
12245,Silent Hill 2,Action,PS2,M,2001
12246,Silent Hill 2: Restless Dreams,Action,XB,M,2001
12247,Silent Hill 3,Action,PS2,M,2003
12248,Silent Hill 4: The Room,Action,PS2,M,2004
12249,Silent Hill 4: The Room,Action,XB,M,2004
12250,Silent Hill HD Collection,Action,PS3,M,2012
12251,Silent Hill HD Collection,Action,X360,M,2012
12252,Silent Hill: Book of Memories,Action,PSV,M,2012
12253,Silent Hill: Downpour,Action,PS3,M,2012
12254,Silent Hill: Downpour,Action,X360,M,2012
12255,Silent Hill: Origins,Action,PS2,M,2008
12256,Silent Hill: Origins,Action,PSP,M,2007
